Date,price
2020-12-01 00:00:00,32.307559999999995
2020-12-01 00:05:00,33.07481
2020-12-01 00:10:00,34.23561
2020-12-01 00:15:00,33.68897
2020-12-01 00:20:00,33.6839
2020-12-01 00:25:00,34.0259
2020-12-01 00:30:00,33.9564
2020-12-01 00:35:00,34.10375
2020-12-01 00:40:00,34.056979999999996
2020-12-01 00:45:00,33.9564
2020-12-01 00:50:00,33.79501
2020-12-01 00:55:00,32.71898
2020-12-01 01:00:00,34.86265
2020-12-01 01:05:00,35.80865
2020-12-01 01:10:00,34.86265
2020-12-01 01:15:00,35.4543
2020-12-01 01:20:00,35.60201
2020-12-01 01:25:00,34.87549
2020-12-01 01:30:00,35.085409999999996
2020-12-01 01:35:00,35.722970000000004
2020-12-01 01:40:00,34.86607
2020-12-01 01:45:00,34.87549
2020-12-01 01:50:00,34.993790000000004
2020-12-01 01:55:00,35.36697
2020-12-01 02:00:00,36.13928
2020-12-01 02:05:00,37.51362
2020-12-01 02:10:00,37.46784
2020-12-01 02:15:00,37.38497
2020-12-01 02:20:00,37.42971
2020-12-01 02:25:00,37.42971
2020-12-01 02:30:00,37.44332
2020-12-01 02:35:00,37.3781
2020-12-01 02:40:00,37.291990000000006
2020-12-01 02:45:00,37.394459999999995
2020-12-01 02:50:00,37.394459999999995
2020-12-01 02:55:00,38.4354
2020-12-01 03:00:00,35.80558
2020-12-01 03:05:00,35.75699
2020-12-01 03:10:00,34.87549
2020-12-01 03:15:00,34.86265
2020-12-01 03:20:00,34.87986
2020-12-01 03:25:00,34.86265
2020-12-01 03:30:00,36.88429
2020-12-01 03:35:00,35.97635
2020-12-01 03:40:00,35.24625
2020-12-01 03:45:00,35.67893
2020-12-01 03:50:00,36.56875
2020-12-01 03:55:00,38.23124
2020-12-01 04:00:00,34.86265
2020-12-01 04:05:00,37.21672
2020-12-01 04:10:00,34.61135
2020-12-01 04:15:00,34.57617
2020-12-01 04:20:00,34.81858
2020-12-01 04:25:00,34.86265
2020-12-01 04:30:00,38.29822
2020-12-01 04:35:00,40.529720000000005
2020-12-01 04:40:00,40.49798
2020-12-01 04:45:00,40.9433
2020-12-01 04:50:00,42.377759999999995
2020-12-01 04:55:00,43.28351
2020-12-01 05:00:00,40.828759999999996
2020-12-01 05:05:00,40.828759999999996
2020-12-01 05:10:00,40.828759999999996
2020-12-01 05:15:00,40.828759999999996
2020-12-01 05:20:00,41.11658
2020-12-01 05:25:00,43.21229
2020-12-01 05:30:00,43.73345
2020-12-01 05:35:00,46.68752
2020-12-01 05:40:00,48.96654
2020-12-01 05:45:00,51.76789
2020-12-01 05:50:00,52.22729
2020-12-01 05:55:00,54.00796999999999
2020-12-01 06:00:00,48.261959999999995
2020-12-01 06:05:00,49.19573
2020-12-01 06:10:00,51.50889
2020-12-01 06:15:00,52.33965
2020-12-01 06:20:00,54.3993
2020-12-01 06:25:00,54.557680000000005
2020-12-01 06:30:00,60.099030000000006
2020-12-01 06:35:00,62.63649
2020-12-01 06:40:00,63.49166999999999
2020-12-01 06:45:00,63.49166999999999
2020-12-01 06:50:00,63.49166999999999
2020-12-01 06:55:00,68.35829
2020-12-01 07:00:00,168.011
2020-12-01 07:05:00,124.7235
2020-12-01 07:10:00,66.87109
2020-12-01 07:15:00,65.90189000000001
2020-12-01 07:20:00,51.87539
2020-12-01 07:25:00,47.434259999999995
2020-12-01 07:30:00,46.68462
2020-12-01 07:35:00,74.38964
2020-12-01 07:40:00,67.02669
2020-12-01 07:45:00,59.222080000000005
2020-12-01 07:50:00,52.05829
2020-12-01 07:55:00,46.63175
2020-12-01 08:00:00,56.37028000000001
2020-12-01 08:05:00,64.81364
2020-12-01 08:10:00,77.97131
2020-12-01 08:15:00,77.76756999999999
2020-12-01 08:20:00,74.83523000000001
2020-12-01 08:25:00,46.62927
2020-12-01 08:30:00,35.7205
2020-12-01 08:35:00,30.24237
2020-12-01 08:40:00,29.95441
2020-12-01 08:45:00,35.514759999999995
2020-12-01 08:50:00,35.32747
2020-12-01 08:55:00,34.3645
2020-12-01 09:00:00,40.20303
2020-12-01 09:05:00,40.661840000000005
2020-12-01 09:10:00,44.080729999999996
2020-12-01 09:15:00,40.8128
2020-12-01 09:20:00,41.66026
2020-12-01 09:25:00,46.13534
2020-12-01 09:30:00,36.12835
2020-12-01 09:35:00,38.97807
2020-12-01 09:40:00,30.77745
2020-12-01 09:45:00,27.25862
2020-12-01 09:50:00,28.080379999999998
2020-12-01 09:55:00,28.17404
2020-12-01 10:00:00,31.121029999999998
2020-12-01 10:05:00,32.09109
2020-12-01 10:10:00,31.52488
2020-12-01 10:15:00,31.41119
2020-12-01 10:20:00,31.75168
2020-12-01 10:25:00,31.189809999999998
2020-12-01 10:30:00,33.03559
2020-12-01 10:35:00,33.10503
2020-12-01 10:40:00,32.63453
2020-12-01 10:45:00,32.23302
2020-12-01 10:50:00,31.28091
2020-12-01 10:55:00,31.095840000000003
2020-12-01 11:00:00,35.26234
2020-12-01 11:05:00,34.63407
2020-12-01 11:10:00,29.674059999999997
2020-12-01 11:15:00,30.49212
2020-12-01 11:20:00,28.833370000000002
2020-12-01 11:25:00,46.825
2020-12-01 11:30:00,27.070159999999998
2020-12-01 11:35:00,29.340809999999998
2020-12-01 11:40:00,28.753359999999997
2020-12-01 11:45:00,28.93608
2020-12-01 11:50:00,28.776759999999996
2020-12-01 11:55:00,28.345
2020-12-01 12:00:00,29.99342
2020-12-01 12:05:00,46.1059
2020-12-01 12:10:00,32.90925
2020-12-01 12:15:00,35.7231
2020-12-01 12:20:00,30.748459999999998
2020-12-01 12:25:00,31.5715
2020-12-01 12:30:00,44.02344
2020-12-01 12:35:00,39.2726
2020-12-01 12:40:00,37.70833
2020-12-01 12:45:00,31.7081
2020-12-01 12:50:00,29.4488
2020-12-01 12:55:00,28.02624
2020-12-01 13:00:00,56.693380000000005
2020-12-01 13:05:00,43.768029999999996
2020-12-01 13:10:00,48.6348
2020-12-01 13:15:00,51.54738
2020-12-01 13:20:00,38.84008
2020-12-01 13:25:00,39.80955
2020-12-01 13:50:00,36.077490000000004
2020-12-01 13:55:00,32.51295
2020-12-01 14:00:00,24.38666
2020-12-01 14:05:00,25.62941
2020-12-01 14:10:00,25.74616
2020-12-01 14:15:00,17.99609
2020-12-01 14:20:00,20.856460000000002
2020-12-01 14:25:00,20.29651
2020-12-01 14:30:00,20.75154
2020-12-01 14:35:00,20.45291
