Date,price,day
2019-07-05 00:00:00,16.52011,5
2019-07-05 00:05:00,19.941329999999997,5
2019-07-05 00:10:00,20.71745,5
2019-07-05 00:15:00,19.05491,5
2019-07-05 00:20:00,18.823420000000002,5
2019-07-05 00:25:00,18.16157,5
2019-07-05 00:30:00,16.28842,5
2019-07-05 00:35:00,16.16603,5
2019-07-05 00:40:00,15.72035,5
2019-07-05 00:45:00,15.199160000000001,5
2019-07-05 00:50:00,15.2015,5
2019-07-05 00:55:00,14.888639999999999,5
2019-07-05 01:00:00,15.27013,5
2019-07-05 01:05:00,15.47882,5
2019-07-05 01:10:00,16.43914,5
2019-07-05 01:15:00,16.30148,5
2019-07-05 01:20:00,16.30148,5
2019-07-05 01:25:00,17.5757,5
2019-07-05 01:30:00,16.25635,5
2019-07-05 01:35:00,16.2466,5
2019-07-05 01:40:00,16.2466,5
2019-07-05 01:45:00,16.17271,5
2019-07-05 01:50:00,16.17271,5
2019-07-05 01:55:00,15.474179999999999,5
2019-07-05 02:00:00,15.12985,5
2019-07-05 02:05:00,15.27118,5
2019-07-05 02:10:00,15.12985,5
2019-07-05 02:15:00,14.8834,5
2019-07-05 02:20:00,14.8834,5
2019-07-05 02:25:00,14.92544,5
2019-07-05 02:30:00,14.72142,5
2019-07-05 02:35:00,14.713429999999999,5
2019-07-05 02:40:00,13.82813,5
2019-07-05 02:45:00,13.29822,5
2019-07-05 02:50:00,13.44186,5
2019-07-05 02:55:00,13.804039999999999,5
2019-07-05 03:00:00,14.27877,5
2019-07-05 03:05:00,13.13039,5
2019-07-05 03:10:00,13.28498,5
2019-07-05 03:15:00,13.58345,5
2019-07-05 03:20:00,13.35863,5
2019-07-05 03:25:00,14.35644,5
2019-07-05 03:30:00,13.82975,5
2019-07-05 03:35:00,13.638689999999999,5
2019-07-05 03:40:00,13.77067,5
2019-07-05 03:45:00,13.84882,5
2019-07-05 03:50:00,13.84882,5
2019-07-05 03:55:00,13.84882,5
2019-07-05 04:00:00,13.7972,5
2019-07-05 04:05:00,13.7972,5
2019-07-05 04:10:00,14.694529999999999,5
2019-07-05 04:15:00,14.02642,5
