Date,price,day
2019-07-12 00:00:00,28.4666,12
2019-07-12 00:05:00,31.669859999999996,12
2019-07-12 00:10:00,33.69467,12
2019-07-12 00:15:00,32.09055,12
2019-07-12 00:20:00,30.881240000000002,12
2019-07-12 00:25:00,31.493009999999998,12
2019-07-12 00:30:00,28.274379999999997,12
2019-07-12 00:35:00,28.274379999999997,12
2019-07-12 00:40:00,28.0974,12
2019-07-12 00:45:00,27.09804,12
2019-07-12 00:50:00,26.74227,12
2019-07-12 00:55:00,26.389229999999998,12
2019-07-12 01:00:00,30.937509999999996,12
2019-07-12 01:05:00,31.7027,12
2019-07-12 01:10:00,31.98317,12
2019-07-12 01:15:00,29.890759999999997,12
2019-07-12 01:20:00,28.53257,12
2019-07-12 01:25:00,28.7636,12
2019-07-12 01:30:00,28.33318,12
2019-07-12 01:35:00,26.6846,12
2019-07-12 01:40:00,26.6846,12
2019-07-12 01:45:00,26.1251,12
2019-07-12 01:50:00,24.081429999999997,12
2019-07-12 01:55:00,23.53833,12
2019-07-12 02:00:00,23.65307,12
2019-07-12 02:05:00,25.38298,12
2019-07-12 02:10:00,24.04774,12
2019-07-12 02:15:00,24.00047,12
2019-07-12 02:20:00,26.202189999999998,12
2019-07-12 02:25:00,26.202189999999998,12
2019-07-12 02:30:00,25.65449,12
2019-07-12 02:35:00,24.01085,12
2019-07-12 02:40:00,23.64116,12
2019-07-12 02:45:00,23.595470000000002,12
2019-07-12 02:50:00,23.595470000000002,12
2019-07-12 02:55:00,23.595470000000002,12
2019-07-12 03:00:00,21.4352,12
2019-07-12 03:05:00,21.4352,12
2019-07-12 03:10:00,21.07475,12
2019-07-12 03:15:00,21.05114,12
2019-07-12 03:20:00,20.74226,12
2019-07-12 03:25:00,20.797420000000002,12
2019-07-12 03:30:00,20.592010000000002,12
2019-07-12 03:35:00,20.81737,12
2019-07-12 03:40:00,25.72889,12
2019-07-12 03:45:00,25.57464,12
2019-07-12 03:50:00,25.57082,12
2019-07-12 03:55:00,25.57464,12
2019-07-12 04:00:00,25.045189999999998,12
2019-07-12 04:05:00,27.77514,12
2019-07-12 04:10:00,27.478659999999998,12
2019-07-12 04:15:00,23.98109,12
2019-07-12 04:20:00,26.75593,12
2019-07-12 04:25:00,26.79169,12
2019-07-12 04:30:00,27.84279,12
2019-07-12 04:35:00,28.00957,12
2019-07-12 04:40:00,30.131520000000002,12
2019-07-12 04:45:00,29.340759999999996,12
2019-07-12 04:50:00,29.071279999999998,12
2019-07-12 04:55:00,29.340759999999996,12
2019-07-12 05:00:00,26.78903,12
2019-07-12 05:05:00,26.60652,12
2019-07-12 05:10:00,26.7027,12
2019-07-12 05:15:00,26.9508,12
2019-07-12 05:20:00,27.06141,12
2019-07-12 05:25:00,27.0779,12
2019-07-12 05:30:00,27.08713,12
2019-07-12 05:35:00,30.00907,12
2019-07-12 05:40:00,29.921120000000002,12
2019-07-12 05:45:00,30.048779999999997,12
2019-07-12 05:50:00,27.934720000000002,12
2019-07-12 05:55:00,27.12355,12
2019-07-12 06:00:00,26.80107,12
2019-07-12 06:05:00,26.80107,12
2019-07-12 06:10:00,26.80107,12
2019-07-12 06:15:00,27.00246,12
2019-07-12 06:20:00,26.92863,12
2019-07-12 06:25:00,26.82777,12
