Time,$/MWh
2019-12-22 00:00:00,63.89
2019-12-22 00:05:00,63.89
2019-12-22 00:10:00,63.89
2019-12-22 00:15:00,84.25
2019-12-22 00:20:00,84.25
2019-12-22 00:25:00,84.25
2019-12-22 00:30:00,84.25
2019-12-22 00:35:00,84.25
2019-12-22 00:40:00,102.86
2019-12-22 00:45:00,102.86
2019-12-22 00:50:00,100.11
2019-12-22 00:55:00,100.11
2019-12-22 01:00:00,100.11
2019-12-22 01:05:00,95.91
2019-12-22 01:10:00,95.91
2019-12-22 01:15:00,84.24
2019-12-22 01:20:00,84.24
2019-12-22 01:25:00,84.24
2019-12-22 01:30:00,84.24
2019-12-22 01:35:00,79.97
2019-12-22 01:40:00,79.97
2019-12-22 01:45:00,79.54
2019-12-22 01:50:00,79.54
2019-12-22 01:55:00,79.54
2019-12-22 02:00:00,79.27
2019-12-22 02:05:00,79.27
2019-12-22 02:10:00,79.27
2019-12-22 02:15:00,79.77
2019-12-22 02:20:00,79.77
2019-12-22 02:25:00,79.77
2019-12-22 02:30:00,79.97
2019-12-22 02:35:00,79.97
2019-12-22 02:40:00,79.97
2019-12-22 02:45:00,79.8
2019-12-22 02:50:00,79.8
2019-12-22 02:55:00,79.8
2019-12-22 03:00:00,79.62
2019-12-22 03:05:00,79.62
2019-12-22 03:10:00,79.62
2019-12-22 03:15:00,79.71
2019-12-22 03:20:00,79.71
2019-12-22 03:25:00,79.71
2019-12-22 03:30:00,79.71
2019-12-22 03:35:00,79.71
2019-12-22 03:40:00,79.86
2019-12-22 03:45:00,79.51
2019-12-22 03:50:00,79.51
2019-12-22 03:55:00,79.51
2019-12-22 04:00:00,79.51
2019-12-22 04:05:00,66.11
2019-12-22 04:10:00,66.11
2019-12-22 04:15:00,66.11
2019-12-22 04:20:00,64.85
2019-12-22 04:25:00,64.85
2019-12-22 04:30:00,78.94
2019-12-22 04:35:00,78.94
2019-12-22 04:40:00,78.94
2019-12-22 04:45:00,78.94
2019-12-22 04:50:00,79.13
2019-12-22 04:55:00,79.13
2019-12-22 05:00:00,66.06
2019-12-22 05:05:00,66.06
2019-12-22 05:10:00,66.06
2019-12-22 05:15:00,66.16
2019-12-22 05:20:00,66.16
2019-12-22 05:25:00,66.16
2019-12-22 05:30:00,79.04
2019-12-22 05:35:00,79.04
2019-12-22 05:40:00,79.04
2019-12-22 05:45:00,79.25
2019-12-22 05:50:00,79.25
2019-12-22 05:55:00,79.25
2019-12-22 06:00:00,66.19
2019-12-22 06:05:00,66.19
2019-12-22 06:10:00,66.19
2019-12-22 06:15:00,89.45
2019-12-22 06:20:00,89.45
2019-12-22 06:25:00,89.45
