"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"12/31/2016 00:05:00","CAPITL",61757,34.24,2.21,0.00
"12/31/2016 00:05:00","CENTRL",61754,32.42,0.39,0.00
"12/31/2016 00:05:00","DUNWOD",61760,34.95,2.91,0.00
"12/31/2016 00:05:00","GENESE",61753,31.10,-0.93,0.00
"12/31/2016 00:05:00","H Q",61844,31.01,-1.03,0.00
"12/31/2016 00:05:00","HUD VL",61758,34.82,2.79,0.00
"12/31/2016 00:05:00","LONGIL",61762,36.04,4.00,-0.01
"12/31/2016 00:05:00","MHK VL",61756,33.18,1.15,0.00
"12/31/2016 00:05:00","MILLWD",61759,35.01,2.98,0.00
"12/31/2016 00:05:00","N.Y.C.",61761,35.11,3.08,0.00
"12/31/2016 00:05:00","NORTH",61755,30.66,-1.38,0.00
"12/31/2016 00:05:00","NPX",61845,34.27,2.24,0.00
"12/31/2016 00:05:00","O H",61846,29.82,-2.21,0.00
"12/31/2016 00:05:00","PJM",61847,32.74,0.70,0.00
"12/31/2016 00:05:00","WEST",61752,30.24,-1.79,0.00
"12/31/2016 00:10:00","CAPITL",61757,35.17,2.24,0.00
"12/31/2016 00:10:00","CENTRL",61754,33.36,0.43,0.00
"12/31/2016 00:10:00","DUNWOD",61760,35.79,2.86,0.00
"12/31/2016 00:10:00","GENESE",61753,32.04,-0.89,0.00
"12/31/2016 00:10:00","H Q",61844,31.91,-1.02,0.00
"12/31/2016 00:10:00","HUD VL",61758,35.70,2.77,0.00
"12/31/2016 00:10:00","LONGIL",61762,36.92,3.98,-0.01
"12/31/2016 00:10:00","MHK VL",61756,34.11,1.18,0.00
"12/31/2016 00:10:00","MILLWD",61759,35.86,2.93,0.00
"12/31/2016 00:10:00","N.Y.C.",61761,35.93,3.00,0.00
"12/31/2016 00:10:00","NORTH",61755,31.58,-1.35,0.00
"12/31/2016 00:10:00","NPX",61845,35.17,2.24,0.00
"12/31/2016 00:10:00","O H",61846,30.79,-2.14,0.00
"12/31/2016 00:10:00","PJM",61847,33.65,0.72,0.00
"12/31/2016 00:10:00","WEST",61752,31.22,-1.71,0.00
"12/31/2016 00:15:00","CAPITL",61757,35.41,2.22,0.00
"12/31/2016 00:15:00","CENTRL",61754,33.48,0.30,0.00
"12/31/2016 00:15:00","DUNWOD",61760,36.04,2.85,0.00
"12/31/2016 00:15:00","GENESE",61753,32.12,-1.06,0.00
"12/31/2016 00:15:00","H Q",61844,32.26,-0.93,0.00
"12/31/2016 00:15:00","HUD VL",61758,35.94,2.75,0.00
"12/31/2016 00:15:00","LONGIL",61762,37.14,3.95,-0.01
"12/31/2016 00:15:00","MHK VL",61756,34.35,1.16,0.00
"12/31/2016 00:15:00","MILLWD",61759,36.07,2.89,0.00
"12/31/2016 00:15:00","N.Y.C.",61761,36.17,2.99,0.00
"12/31/2016 00:15:00","NORTH",61755,31.96,-1.23,0.00
"12/31/2016 00:15:00","NPX",61845,35.44,2.26,0.00
"12/31/2016 00:15:00","O H",61846,30.76,-2.42,0.00
"12/31/2016 00:15:00","PJM",61847,33.72,0.53,0.00
"12/31/2016 00:15:00","WEST",61752,31.16,-2.03,0.00
"12/31/2016 00:20:00","CAPITL",61757,35.44,2.26,0.00
"12/31/2016 00:20:00","CENTRL",61754,33.48,0.30,0.00
"12/31/2016 00:20:00","DUNWOD",61760,36.04,2.85,0.00
"12/31/2016 00:20:00","GENESE",61753,32.12,-1.06,0.00
"12/31/2016 00:20:00","H Q",61844,32.26,-0.93,0.00
"12/31/2016 00:20:00","HUD VL",61758,35.94,2.75,0.00
"12/31/2016 00:20:00","LONGIL",61762,37.14,3.95,-0.01
"12/31/2016 00:20:00","MHK VL",61756,34.35,1.16,0.00
"12/31/2016 00:20:00","MILLWD",61759,36.11,2.92,0.00
"12/31/2016 00:20:00","N.Y.C.",61761,36.17,2.99,0.00
"12/31/2016 00:20:00","NORTH",61755,31.99,-1.19,0.00
"12/31/2016 00:20:00","NPX",61845,35.44,2.26,0.00
"12/31/2016 00:20:00","O H",61846,30.80,-2.39,0.00
"12/31/2016 00:20:00","PJM",61847,33.78,0.60,0.00
"12/31/2016 00:20:00","WEST",61752,31.20,-1.99,0.00
"12/31/2016 00:25:00","CAPITL",61757,35.41,2.26,0.00
"12/31/2016 00:25:00","CENTRL",61754,33.48,0.33,0.00
"12/31/2016 00:25:00","DUNWOD",61760,36.00,2.85,0.00
"12/31/2016 00:25:00","GENESE",61753,32.09,-1.06,0.00
"12/31/2016 00:25:00","H Q",61844,32.22,-0.93,0.00
