Date,price,hub
12/2/2018 12:00:00 AM,64.41051,TH_NP15
12/2/2018 12:00:00 AM,64.33893,TH_SP15
12/2/2018 12:00:00 AM,64.64478,TH_ZP26
12/2/2018 12:05:00 AM,77.56849,TH_NP15
12/2/2018 12:05:00 AM,77.48228,TH_SP15
12/2/2018 12:05:00 AM,77.85061,TH_ZP26
12/2/2018 12:10:00 AM,72.76880,TH_NP15
12/2/2018 12:10:00 AM,72.68793,TH_SP15
12/2/2018 12:10:00 AM,73.03346,TH_ZP26
12/2/2018 12:15:00 AM,68.24917,TH_NP15
12/2/2018 12:15:00 AM,66.87627,TH_SP15
12/2/2018 12:15:00 AM,67.66176,TH_ZP26
12/2/2018 12:20:00 AM,100.07247,TH_NP15
12/2/2018 12:20:00 AM,98.05940,TH_SP15
12/2/2018 12:20:00 AM,99.21116,TH_ZP26
12/2/2018 12:25:00 AM,115.38321,TH_NP15
12/2/2018 12:25:00 AM,113.06215,TH_SP15
12/2/2018 12:25:00 AM,114.39012,TH_ZP26
12/2/2018 12:30:00 AM,92.16746,TH_NP15
12/2/2018 12:30:00 AM,90.79983,TH_SP15
12/2/2018 12:30:00 AM,91.84403,TH_ZP26
12/2/2018 12:35:00 AM,70.14196,TH_NP15
12/2/2018 12:35:00 AM,69.10116,TH_SP15
12/2/2018 12:35:00 AM,69.89583,TH_ZP26
12/2/2018 12:40:00 AM,79.12606,TH_NP15
12/2/2018 12:40:00 AM,77.95194,TH_SP15
12/2/2018 12:40:00 AM,78.84840,TH_ZP26
12/2/2018 12:45:00 AM,78.32862,TH_NP15
12/2/2018 12:45:00 AM,77.08892,TH_SP15
12/2/2018 12:45:00 AM,77.95984,TH_ZP26
12/2/2018 12:50:00 AM,68.30238,TH_NP15
12/2/2018 12:50:00 AM,67.22136,TH_SP15
12/2/2018 12:50:00 AM,67.98081,TH_ZP26
12/2/2018 12:55:00 AM,67.83554,TH_NP15
12/2/2018 12:55:00 AM,66.76191,TH_SP15
12/2/2018 12:55:00 AM,67.51617,TH_ZP26
12/2/2018 1:00:00 AM,64.69221,TH_NP15
12/2/2018 1:00:00 AM,62.79896,TH_SP15
12/2/2018 1:00:00 AM,63.96453,TH_ZP26
12/2/2018 1:05:00 AM,64.72631,TH_NP15
12/2/2018 1:05:00 AM,62.83207,TH_SP15
12/2/2018 1:05:00 AM,63.99825,TH_ZP26
12/2/2018 1:10:00 AM,68.89119,TH_NP15
12/2/2018 1:10:00 AM,66.87507,TH_SP15
12/2/2018 1:10:00 AM,68.11629,TH_ZP26
12/2/2018 1:15:00 AM,67.78334,TH_NP15
12/2/2018 1:15:00 AM,65.76964,TH_SP15
12/2/2018 1:15:00 AM,66.95894,TH_ZP26
12/2/2018 1:20:00 AM,65.34007,TH_NP15
12/2/2018 1:20:00 AM,63.39895,TH_SP15
12/2/2018 1:20:00 AM,64.54538,TH_ZP26
12/2/2018 1:25:00 AM,68.51107,TH_NP15
12/2/2018 1:25:00 AM,66.47575,TH_SP15
12/2/2018 1:25:00 AM,67.67782,TH_ZP26
12/2/2018 1:30:00 AM,69.93723,TH_NP15
12/2/2018 1:30:00 AM,68.06815,TH_SP15
12/2/2018 1:30:00 AM,69.19797,TH_ZP26
12/2/2018 1:35:00 AM,68.44384,TH_NP15
12/2/2018 1:35:00 AM,66.61466,TH_SP15
12/2/2018 1:35:00 AM,67.72036,TH_ZP26
12/2/2018 1:40:00 AM,66.44411,TH_NP15
12/2/2018 1:40:00 AM,64.66838,TH_SP15
12/2/2018 1:40:00 AM,65.74177,TH_ZP26
12/2/2018 1:45:00 AM,62.74701,TH_NP15
12/2/2018 1:45:00 AM,61.11503,TH_SP15
12/2/2018 1:45:00 AM,62.06545,TH_ZP26
12/2/2018 1:50:00 AM,59.79672,TH_NP15
