"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"12/01/2012 00:05:00","CAPITL",61757,47.27,2.51,0.00
"12/01/2012 00:05:00","CENTRL",61754,45.25,0.49,0.00
"12/01/2012 00:05:00","DUNWOD",61760,47.00,2.24,0.00
"12/01/2012 00:05:00","GENESE",61753,44.63,-0.13,0.00
"12/01/2012 00:05:00","H Q",61844,44.13,-0.63,0.00
"12/01/2012 00:05:00","HUD VL",61758,47.22,2.46,0.00
"12/01/2012 00:05:00","LONGIL",61762,48.52,3.76,0.00
"12/01/2012 00:05:00","MHK VL",61756,46.64,1.88,0.00
"12/01/2012 00:05:00","MILLWD",61759,47.18,2.42,0.00
"12/01/2012 00:05:00","N.Y.C.",61761,47.18,2.42,0.00
"12/01/2012 00:05:00","NORTH",61755,44.90,0.13,0.00
"12/01/2012 00:05:00","NPX",61845,47.18,2.42,0.00
"12/01/2012 00:05:00","O H",61846,43.51,-1.25,0.00
"12/01/2012 00:05:00","PJM",61847,45.59,0.27,0.00
"12/01/2012 00:05:00","WEST",61752,44.36,-0.40,0.00
"12/01/2012 00:10:00","CAPITL",61757,54.82,3.00,0.00
"12/01/2012 00:10:00","CENTRL",61754,52.28,0.47,0.00
"12/01/2012 00:10:00","DUNWOD",61760,54.45,2.64,0.00
"12/01/2012 00:10:00","GENESE",61753,51.61,-0.21,0.00
"12/01/2012 00:10:00","H Q",61844,51.09,-0.73,0.00
"12/01/2012 00:10:00","HUD VL",61758,54.66,2.85,0.00
"12/01/2012 00:10:00","LONGIL",61762,56.21,4.40,0.00
"12/01/2012 00:10:00","MHK VL",61756,53.94,2.13,0.00
"12/01/2012 00:10:00","MILLWD",61759,54.61,2.80,0.00
"12/01/2012 00:10:00","N.Y.C.",61761,54.66,2.85,0.00
"12/01/2012 00:10:00","NORTH",61755,51.97,0.16,0.00
"12/01/2012 00:10:00","NPX",61845,54.71,2.90,0.00
"12/01/2012 00:10:00","O H",61846,50.15,-1.66,0.00
"12/01/2012 00:10:00","PJM",61847,45.59,0.27,0.00
"12/01/2012 00:10:00","WEST",61752,51.14,-0.68,0.00
"12/01/2012 00:15:00","CAPITL",61757,51.03,2.80,0.00
