"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"12/12/2002 00:00:00","CAPITL",61757,25.29,1.87,0.00
"12/12/2002 00:00:00","CENTRL",61754,22.88,-0.54,0.00
"12/12/2002 00:00:00","DUNWOD",61760,24.18,0.76,0.00
"12/12/2002 00:00:00","GENESE",61753,23.78,0.36,0.00
"12/12/2002 00:00:00","H Q",61844,23.50,0.08,0.00
"12/12/2002 00:00:00","HUD VL",61758,23.81,0.39,0.00
"12/12/2002 00:00:00","LONGIL",61762,24.32,0.90,0.00
"12/12/2002 00:00:00","MHK VL",61756,24.04,0.62,0.00
"12/12/2002 00:00:00","MILLWD",61759,23.90,0.48,0.00
"12/12/2002 00:00:00","N.Y.C.",61761,24.37,0.95,0.00
"12/12/2002 00:00:00","NORTH",61755,23.70,0.28,0.00
"12/12/2002 00:00:00","NPX",61845,24.25,0.83,0.00
"12/12/2002 00:00:00","O H",61846,19.66,-3.76,0.00
"12/12/2002 00:00:00","PJM",61847,-10.00,-8.26,53.68
"12/12/2002 00:00:00","WEST",61752,21.83,-1.59,0.00
"12/12/2002 00:00:44","CAPITL",61757,108.08,8.82,0.00
"12/12/2002 00:00:44","CENTRL",61754,96.70,-2.56,0.00
"12/12/2002 00:00:44","DUNWOD",61760,102.40,3.14,0.00
"12/12/2002 00:00:44","GENESE",61753,100.54,1.28,0.00
"12/12/2002 00:00:44","H Q",61844,99.56,0.30,0.00
"12/12/2002 00:00:44","HUD VL",61758,100.86,1.60,0.00
"12/12/2002 00:00:44","LONGIL",61762,102.89,3.63,0.00
"12/12/2002 00:00:44","MHK VL",61756,102.00,2.74,0.00
"12/12/2002 00:00:44","MILLWD",61759,101.19,1.93,0.00
"12/12/2002 00:00:44","N.Y.C.",61761,103.23,3.97,0.00
"12/12/2002 00:00:44","NORTH",61755,100.61,1.35,0.00
