"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"12/29/2000 00:00:00","CAPITL",61757,52.90,1.69,-31.19
"12/29/2000 00:00:00","CENTRL",61754,22.37,-0.66,-3.01
"12/29/2000 00:00:00","DUNWOD",61760,45.58,1.39,-24.17
"12/29/2000 00:00:00","GENESE",61753,22.57,-0.47,-3.02
"12/29/2000 00:00:00","H Q",61844,19.81,-0.03,0.18
"12/29/2000 00:00:00","HUD VL",61758,45.06,0.87,-24.17
"12/29/2000 00:00:00","LONGIL",61762,45.42,1.20,-24.20
"12/29/2000 00:00:00","MHK VL",61756,21.09,0.31,-0.76
"12/29/2000 00:00:00","MILLWD",61759,45.07,1.13,-23.92
"12/29/2000 00:00:00","N.Y.C.",61761,46.11,1.89,-24.20
"12/29/2000 00:00:00","NORTH",61755,19.71,-0.03,0.28
"12/29/2000 00:00:00","NPX",61845,49.68,0.94,-28.72
"12/29/2000 00:00:00","O H",61846,22.32,-1.56,-3.86
"12/29/2000 00:00:00","PJM",61847,23.65,-1.48,-5.11
"12/29/2000 00:00:00","WEST",61752,22.11,-1.72,-3.81
"12/29/2000 00:00:56","CAPITL",61757,47.45,3.79,0.00
"12/29/2000 00:00:56","CENTRL",61754,42.13,-1.53,0.00
"12/29/2000 00:00:56","DUNWOD",61760,46.69,3.03,0.00
"12/29/2000 00:00:56","GENESE",61753,42.52,-1.14,0.00
"12/29/2000 00:00:56","H Q",61844,43.62,-0.04,0.00
"12/29/2000 00:00:56","HUD VL",61758,45.57,1.91,0.00
"12/29/2000 00:00:56","LONGIL",61762,46.30,2.64,0.00
"12/29/2000 00:00:56","MHK VL",61756,44.36,0.70,0.00
"12/29/2000 00:00:56","MILLWD",61759,46.13,2.47,0.00
"12/29/2000 00:00:56","N.Y.C.",61761,47.78,4.12,0.00
"12/29/2000 00:00:56","NORTH",61755,43.62,-0.04,0.00
"12/29/2000 00:00:56","NPX",61845,45.79,2.13,0.00
"12/29/2000 00:00:56","O H",61846,40.09,-3.57,0.00
"12/29/2000 00:00:56","PJM",61847,40.47,-3.19,0.00
"12/29/2000 00:00:56","WEST",61752,39.68,-3.98,0.00
"12/29/2000 00:05:26","CAPITL",61757,48.87,4.13,0.00
"12/29/2000 00:05:26","CENTRL",61754,43.11,-1.63,0.00
"12/29/2000 00:05:26","DUNWOD",61760,47.62,2.88,0.00
"12/29/2000 00:05:26","GENESE",61753,43.79,-0.95,0.00
"12/29/2000 00:05:26","H Q",61844,44.88,0.14,0.00
"12/29/2000 00:05:26","HUD VL",61758,46.51,1.77,0.00
"12/29/2000 00:05:26","LONGIL",61762,47.20,2.46,0.00
"12/29/2000 00:05:26","MHK VL",61756,45.48,0.74,0.00
"12/29/2000 00:05:26","MILLWD",61759,47.05,2.31,0.00
"12/29/2000 00:05:26","N.Y.C.",61761,48.69,3.95,0.00
"12/29/2000 00:05:26","NORTH",61755,45.13,0.39,0.00
"12/29/2000 00:05:26","NPX",61845,47.00,2.26,0.00
"12/29/2000 00:05:26","O H",61846,41.12,-3.62,0.00
"12/29/2000 00:05:26","PJM",61847,41.37,-3.37,0.00
"12/29/2000 00:05:26","WEST",61752,40.70,-4.04,0.00
"12/29/2000 00:10:26","CAPITL",61757,47.55,3.94,0.00
"12/29/2000 00:10:26","CENTRL",61754,42.12,-1.49,0.00
"12/29/2000 00:10:26","DUNWOD",61760,46.35,2.74,0.00
"12/29/2000 00:10:26","GENESE",61753,42.75,-0.86,0.00
"12/29/2000 00:10:26","H Q",61844,43.72,0.11,0.00
"12/29/2000 00:10:26","HUD VL",61758,45.29,1.68,0.00
"12/29/2000 00:10:26","LONGIL",61762,45.93,2.32,0.00
"12/29/2000 00:10:26","MHK VL",61756,44.30,0.69,0.00
"12/29/2000 00:10:26","MILLWD",61759,45.80,2.19,0.00
"12/29/2000 00:10:26","N.Y.C.",61761,47.39,3.78,0.00
"12/29/2000 00:10:26","NORTH",61755,43.95,0.34,0.00
"12/29/2000 00:10:26","NPX",61845,45.74,2.13,0.00
"12/29/2000 00:10:26","O H",61846,40.29,-3.32,0.00
"12/29/2000 00:10:26","PJM",61847,40.27,-3.34,0.00
"12/29/2000 00:10:26","WEST",61752,39.90,-3.71,0.00
"12/29/2000 00:15:26","CAPITL",61757,47.98,4.00,0.00
"12/29/2000 00:15:26","CENTRL",61754,42.45,-1.53,0.00
"12/29/2000 00:15:26","DUNWOD",61760,46.65,2.67,0.00
"12/29/2000 00:15:26","GENESE",61753,43.24,-0.74,0.00
"12/29/2000 00:15:26","H Q",61844,44.06,0.08,0.00
"12/29/2000 00:15:26","HUD VL",61758,45.60,1.62,0.00
"12/29/2000 00:15:26","LONGIL",61762,46.19,2.21,0.00
"12/29/2000 00:15:26","MHK VL",61756,44.69,0.71,0.00
"12/29/2000 00:15:26","MILLWD",61759,46.09,2.11,0.00
"12/29/2000 00:15:26","N.Y.C.",61761,47.71,3.73,0.00
"12/29/2000 00:15:26","NORTH",61755,44.30,0.32,0.00
"12/29/2000 00:15:26","NPX",61845,46.11,2.13,0.00
"12/29/2000 00:15:26","O H",61846,40.85,-3.13,0.00
"12/29/2000 00:15:26","PJM",61847,40.72,-3.26,0.00
"12/29/2000 00:15:26","WEST",61752,40.50,-3.48,0.00
"12/29/2000 00:16:56","CAPITL",61757,51.22,4.34,0.00
"12/29/2000 00:16:56","CENTRL",61754,45.18,-1.70,0.00
"12/29/2000 00:16:56","DUNWOD",61760,49.72,2.84,0.00
"12/29/2000 00:16:56","GENESE",61753,46.01,-0.87,0.00
"12/29/2000 00:16:56","H Q",61844,46.95,0.07,0.00
"12/29/2000 00:16:56","HUD VL",61758,48.63,1.75,0.00
"12/29/2000 00:16:56","LONGIL",61762,49.22,2.34,0.00
"12/29/2000 00:16:56","MHK VL",61756,47.66,0.78,0.00
"12/29/2000 00:16:56","MILLWD",61759,49.13,2.25,0.00
"12/29/2000 00:16:56","N.Y.C.",61761,50.81,3.93,0.00
"12/29/2000 00:16:56","NORTH",61755,47.21,0.33,0.00
"12/29/2000 00:16:56","NPX",61845,49.24,2.36,0.00
"12/29/2000 00:16:56","O H",61846,43.41,-3.47,0.00
"12/29/2000 00:16:56","PJM",61847,43.38,-3.50,0.00
"12/29/2000 00:16:56","WEST",61752,42.97,-3.91,0.00
"12/29/2000 00:18:26","CAPITL",61757,50.83,4.32,0.00
"12/29/2000 00:18:26","CENTRL",61754,44.83,-1.68,0.00
"12/29/2000 00:18:26","DUNWOD",61760,49.33,2.82,0.00
"12/29/2000 00:18:26","GENESE",61753,45.64,-0.87,0.00
"12/29/2000 00:18:26","H Q",61844,46.55,0.04,0.00
"12/29/2000 00:18:26","HUD VL",61758,48.25,1.74,0.00
"12/29/2000 00:18:26","LONGIL",61762,48.88,2.37,0.00
"12/29/2000 00:18:26","MHK VL",61756,47.28,0.77,0.00
"12/29/2000 00:18:26","MILLWD",61759,48.75,2.24,0.00
