Time,$/MWh
2020-10-15 00:00:00,12.27
2020-10-15 00:05:00,13.9
2020-10-15 00:10:00,13.9
2020-10-15 00:15:00,13.9
2020-10-15 00:20:00,13.9
2020-10-15 00:25:00,15.72
2020-10-15 00:30:00,15.72
2020-10-15 00:35:00,15.69
2020-10-15 00:40:00,15.69
2020-10-15 00:45:00,15.69
2020-10-15 00:50:00,15.69
2020-10-15 00:55:00,14.53
2020-10-15 01:00:00,14.53
2020-10-15 01:05:00,15.27
2020-10-15 01:10:00,15.27
2020-10-15 01:15:00,15.27
2020-10-15 01:20:00,15.27
2020-10-15 01:25:00,15.27
2020-10-15 01:30:00,14.39
2020-10-15 01:35:00,14.04
2020-10-15 01:40:00,14.04
2020-10-15 01:45:00,14.04
2020-10-15 01:50:00,14.02
2020-10-15 01:55:00,14.02
2020-10-15 02:00:00,14.02
2020-10-15 02:05:00,14.02
2020-10-15 02:10:00,14.02
2020-10-15 02:15:00,14.02
2020-10-15 02:20:00,14.02
2020-10-15 02:25:00,14.02
2020-10-15 02:30:00,14.02
2020-10-15 02:35:00,14.02
2020-10-15 02:40:00,13.5
2020-10-15 02:45:00,13.5
2020-10-15 02:50:00,13.5
2020-10-15 02:55:00,13.36
2020-10-15 03:00:00,13.36
2020-10-15 03:05:00,13.88
2020-10-15 03:10:00,13.88
2020-10-15 03:15:00,13.88
2020-10-15 03:20:00,13.83
2020-10-15 03:25:00,13.83
2020-10-15 03:30:00,13.83
2020-10-15 03:35:00,13.83
2020-10-15 03:40:00,13.83
2020-10-15 03:45:00,13.76
2020-10-15 03:50:00,13.75
2020-10-15 03:55:00,13.75
2020-10-15 04:00:00,13.75
2020-10-15 04:05:00,13.75
2020-10-15 04:10:00,13.75
2020-10-15 04:15:00,13.75
2020-10-15 04:20:00,12.96
2020-10-15 04:25:00,12.96
2020-10-15 04:30:00,12.96
2020-10-15 04:35:00,12.96
2020-10-15 04:40:00,12.96
2020-10-15 04:45:00,13.32
2020-10-15 04:50:00,13.32
2020-10-15 04:55:00,13.32
2020-10-15 05:00:00,11.86
2020-10-15 05:05:00,11.86
2020-10-15 05:10:00,11.86
2020-10-15 05:15:00,13.86
2020-10-15 05:20:00,13.86
2020-10-15 05:25:00,13.94
2020-10-15 05:30:00,13.94
2020-10-15 05:35:00,14.74
2020-10-15 05:40:00,14.74
2020-10-15 05:45:00,14.74
2020-10-15 05:50:00,16.24
2020-10-15 05:55:00,16.24
2020-10-15 06:00:00,16.24
2020-10-15 06:05:00,16.17
2020-10-15 06:10:00,16.28
2020-10-15 06:15:00,16.28
2020-10-15 06:20:00,16.28
2020-10-15 06:25:00,16.28
2020-10-15 06:30:00,18.11
2020-10-15 06:35:00,20.6
2020-10-15 06:40:00,20.6
2020-10-15 06:45:00,20.6
2020-10-15 06:50:00,31.44
2020-10-15 06:55:00,31.44
2020-10-15 07:00:00,31.44
2020-10-15 07:05:00,31.44
2020-10-15 07:10:00,24.55
2020-10-15 07:15:00,24.55
2020-10-15 07:20:00,24.55
2020-10-15 07:25:00,24.55
2020-10-15 07:30:00,33.23
2020-10-15 07:35:00,33.23
2020-10-15 07:40:00,33.23
2020-10-15 07:45:00,33.23
2020-10-15 07:50:00,35.17
2020-10-15 07:55:00,35.17
2020-10-15 08:00:00,35.26
2020-10-15 08:05:00,35.28
2020-10-15 08:10:00,35.28
2020-10-15 08:15:00,35.28
2020-10-15 08:20:00,32.62
2020-10-15 08:25:00,32.63
2020-10-15 08:30:00,32.63
2020-10-15 08:35:00,32.72
2020-10-15 08:40:00,32.72
2020-10-15 08:45:00,19.1
2020-10-15 08:50:00,19.1
2020-10-15 08:55:00,18.09
2020-10-15 09:00:00,18.09
2020-10-15 09:05:00,16.7
2020-10-15 09:10:00,16.7
2020-10-15 09:15:00,16.7
2020-10-15 09:20:00,16.7
2020-10-15 09:25:00,16.01
2020-10-15 09:30:00,15.16
2020-10-15 09:35:00,15.16
2020-10-15 09:40:00,15.56
2020-10-15 09:45:00,15.55
2020-10-15 09:50:00,15.55
2020-10-15 09:55:00,15.55
2020-10-15 10:00:00,13.91
2020-10-15 10:05:00,13.91
2020-10-15 10:10:00,12.49
2020-10-15 10:15:00,12.49
2020-10-15 10:20:00,11.95
2020-10-15 10:25:00,12.02
2020-10-15 10:30:00,12.02
2020-10-15 10:35:00,13.02
2020-10-15 10:40:00,14.34
2020-10-15 10:45:00,15.77
2020-10-15 10:50:00,15.79
2020-10-15 10:55:00,15.79
2020-10-15 11:00:00,15.79
2020-10-15 11:05:00,14.91
2020-10-15 11:10:00,14.91
2020-10-15 11:15:00,14.91
2020-10-15 11:20:00,14.91
2020-10-15 11:25:00,15.73
2020-10-15 11:30:00,15.73
2020-10-15 11:35:00,15.73
2020-10-15 11:40:00,14.99
2020-10-15 11:45:00,15.0
2020-10-15 11:50:00,15.0
2020-10-15 11:55:00,13.84
2020-10-15 12:00:00,13.84
2020-10-15 12:05:00,13.72
2020-10-15 12:10:00,13.72
2020-10-15 12:15:00,13.72
2020-10-15 12:20:00,13.72
2020-10-15 12:25:00,12.55
2020-10-15 12:30:00,12.55
2020-10-15 12:35:00,12.69
2020-10-15 12:40:00,12.08
2020-10-15 12:45:00,12.08
2020-10-15 12:50:00,12.56
2020-10-15 12:55:00,12.56
2020-10-15 13:00:00,12.85
